starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 05 21:22:52 2021	1625516572	0	1141	1141	1141
Mon Jul 05 21:22:50 2021	1625516570	0	1141	1142	1141
Mon Jul 05 21:23:01 2021	1625516581	0	1142	1142	1141
Mon Jul 05 21:22:50 2021	1625516570	0	1142	1142	1141
Mon Jul 05 21:22:49 2021	1625516569	1	1141	1142	1137
Mon Jul 05 21:22:46 2021	1625516566	0	1142	1142	1140
Mon Jul 05 21:22:50 2021	1625516570	0	1142	1142	1142
Mon Jul 05 21:22:55 2021	1625516575	0	1142	1143	1142
Mon Jul 05 21:22:56 2021	1625516576	0	1143	1143	1143
Mon Jul 05 21:22:44 2021	1625516564	4	1139	1143	1139
Mon Jul 05 21:22:46 2021	1625516566	0	1144	1144	1143
Mon Jul 05 21:22:58 2021	1625516578	0	1144	1144	1142
Mon Jul 05 21:23:04 2021	1625516584	0	1144	1144	1143
Mon Jul 05 21:22:56 2021	1625516576	0	1144	1144	1144
Mon Jul 05 21:23:01 2021	1625516581	0	1144	1144	1143
Mon Jul 05 21:23:01 2021	1625516581	0	1144	1144	1144
Mon Jul 05 21:22:45 2021	1625516565	0	1144	1144	1143
Mon Jul 05 21:22:47 2021	1625516567	0	1144	1144	1144
Mon Jul 05 21:22:46 2021	1625516566	0	1144	1144	1143
Mon Jul 05 21:22:45 2021	1625516565	0	1144	1144	1144
Mon Jul 05 21:22:44 2021	1625516564	5	1140	1145	1139
Mon Jul 05 21:22:45 2021	1625516565	0	1145	1145	1145
Mon Jul 05 21:22:46 2021	1625516566	0	1145	1146	1145
Mon Jul 05 21:22:45 2021	1625516565	0	1146	1146	1145
Mon Jul 05 21:22:52 2021	1625516572	0	1146	1146	1145
Mon Jul 05 21:23:04 2021	1625516584	0	1147	1147	1143
Mon Jul 05 21:23:09 2021	1625516589	0	1147	1147	1146
Mon Jul 05 21:23:05 2021	1625516585	0	1147	1147	1147
Mon Jul 05 21:23:01 2021	1625516581	0	1147	1147	1147
Mon Jul 05 21:22:44 2021	1625516564	4	1144	1147	1143
Mon Jul 05 21:22:52 2021	1625516572	0	1148	1148	1147
Mon Jul 05 21:23:09 2021	1625516589	0	1148	1148	1144
Mon Jul 05 21:22:45 2021	1625516565	0	1148	1148	1147
Mon Jul 05 21:22:46 2021	1625516566	0	1148	1148	1148
Mon Jul 05 21:23:01 2021	1625516581	0	1148	1148	1148
Mon Jul 05 21:22:45 2021	1625516565	0	1148	1148	1148
Mon Jul 05 21:23:05 2021	1625516585	0	1149	1149	1148
Mon Jul 05 21:22:50 2021	1625516570	0	1150	1150	1150
Mon Jul 05 21:23:03 2021	1625516583	0	1150	1150	1150
Mon Jul 05 21:22:51 2021	1625516571	0	1150	1150	1150
Mon Jul 05 21:22:48 2021	1625516568	0	1150	1150	1149
Mon Jul 05 21:22:46 2021	1625516566	0	1150	1150	1150
Mon Jul 05 21:22:50 2021	1625516570	0	1151	1151	1151
Mon Jul 05 21:23:05 2021	1625516585	0	1151	1151	1150
Mon Jul 05 21:22:50 2021	1625516570	0	1151	1151	1150
Mon Jul 05 21:23:06 2021	1625516586	0	1151	1152	1151
Mon Jul 05 21:22:46 2021	1625516566	0	1151	1152	1151
Mon Jul 05 21:22:52 2021	1625516572	0	1152	1152	1152
Mon Jul 05 21:22:44 2021	1625516564	5	1147	1152	1147
Mon Jul 05 21:22:52 2021	1625516572	0	1153	1153	1153
Mon Jul 05 21:22:46 2021	1625516566	0	1153	1153	1153
Mon Jul 05 21:22:52 2021	1625516572	0	1153	1153	1153
Mon Jul 05 21:22:46 2021	1625516566	0	1153	1154	1153
Mon Jul 05 21:22:59 2021	1625516579	0	1153	1154	1153
Mon Jul 05 21:22:47 2021	1625516567	0	1153	1154	1153
Mon Jul 05 21:22:50 2021	1625516570	0	1153	1154	1153
Mon Jul 05 21:22:50 2021	1625516570	0	1154	1154	1150
Mon Jul 05 21:23:00 2021	1625516580	0	1154	1154	1153
Mon Jul 05 21:22:53 2021	1625516573	0	1154	1154	1153
Mon Jul 05 21:23:04 2021	1625516584	0	1154	1154	1153
Mon Jul 05 21:22:55 2021	1625516575	0	1154	1154	1154
Mon Jul 05 21:23:09 2021	1625516589	1	1154	1154	1153
Mon Jul 05 21:22:44 2021	1625516564	5	1150	1155	1150
Mon Jul 05 21:22:58 2021	1625516578	0	1155	1155	1154
Mon Jul 05 21:23:04 2021	1625516584	0	1155	1155	1154
Mon Jul 05 21:22:47 2021	1625516567	0	1155	1155	1154
Mon Jul 05 21:22:50 2021	1625516570	0	1155	1155	1155
Mon Jul 05 21:23:09 2021	1625516589	0	1155	1156	1155
Mon Jul 05 21:23:04 2021	1625516584	0	1155	1156	1155
Mon Jul 05 21:23:09 2021	1625516589	0	1155	1156	1154
Mon Jul 05 21:22:53 2021	1625516573	0	1156	1156	1156
Mon Jul 05 21:22:48 2021	1625516568	0	1156	1156	1156
Mon Jul 05 21:22:59 2021	1625516579	0	1156	1157	1156
Mon Jul 05 21:23:01 2021	1625516581	0	1156	1157	1156
Mon Jul 05 21:22:46 2021	1625516566	0	1157	1157	1156
Mon Jul 05 21:22:46 2021	1625516566	0	1157	1157	1156
Mon Jul 05 21:23:05 2021	1625516585	0	1157	1157	1156
Mon Jul 05 21:23:05 2021	1625516585	0	1157	1157	1156
Mon Jul 05 21:22:46 2021	1625516566	0	1157	1158	1157
Mon Jul 05 21:22:47 2021	1625516567	0	1157	1158	1157
Mon Jul 05 21:22:50 2021	1625516570	0	1158	1158	1156
Mon Jul 05 21:22:55 2021	1625516575	0	1158	1158	1158
Mon Jul 05 21:23:04 2021	1625516584	0	1158	1158	1158
Mon Jul 05 21:22:50 2021	1625516570	0	1158	1159	1158
Mon Jul 05 21:22:56 2021	1625516576	0	1159	1159	1159
Mon Jul 05 21:22:58 2021	1625516578	0	1159	1160	1159
Mon Jul 05 21:22:49 2021	1625516569	0	1159	1160	1159
Mon Jul 05 21:23:09 2021	1625516589	0	1160	1160	1158
Mon Jul 05 21:22:52 2021	1625516572	0	1160	1160	1159
Mon Jul 05 21:22:45 2021	1625516565	0	1160	1160	1160
Mon Jul 05 21:22:52 2021	1625516572	0	1160	1160	1160
Mon Jul 05 21:22:46 2021	1625516566	0	1161	1161	1160
Mon Jul 05 21:23:04 2021	1625516584	0	1161	1161	1160
Mon Jul 05 21:23:01 2021	1625516581	0	1161	1161	1160
Mon Jul 05 21:22:49 2021	1625516569	0	1161	1161	1160
Mon Jul 05 21:22:44 2021	1625516564	5	1157	1162	1156
Mon Jul 05 21:22:55 2021	1625516575	0	1162	1162	1161
Mon Jul 05 21:23:05 2021	1625516585	0	1162	1162	1161
Mon Jul 05 21:22:49 2021	1625516569	0	1162	1162	1161
Mon Jul 05 21:23:09 2021	1625516589	0	1162	1162	1161
Mon Jul 05 21:22:47 2021	1625516567	0	1162	1162	1162
Mon Jul 05 21:22:51 2021	1625516571	0	1162	1162	1162
Mon Jul 05 21:22:49 2021	1625516569	0	1162	1162	1162
Mon Jul 05 21:22:58 2021	1625516578	0	1162	1162	1162
Mon Jul 05 21:22:50 2021	1625516570	0	1162	1163	1162
Mon Jul 05 21:23:09 2021	1625516589	0	1162	1163	1162
Mon Jul 05 21:22:45 2021	1625516565	0	1163	1163	1162
Mon Jul 05 21:22:59 2021	1625516579	0	1163	1163	1162
Mon Jul 05 21:23:03 2021	1625516583	0	1164	1164	1163
Mon Jul 05 21:23:00 2021	1625516580	0	1164	1164	1163
Mon Jul 05 21:23:04 2021	1625516584	0	1164	1164	1164
Mon Jul 05 21:22:45 2021	1625516565	1	1164	1165	1164
Mon Jul 05 21:23:09 2021	1625516589	0	1165	1165	1164
Mon Jul 05 21:23:06 2021	1625516586	0	1165	1165	1164
Mon Jul 05 21:22:52 2021	1625516572	0	1165	1165	1163
Mon Jul 05 21:22:50 2021	1625516570	0	1165	1165	1164
Mon Jul 05 21:23:01 2021	1625516581	0	1165	1165	1165
Mon Jul 05 21:22:44 2021	1625516564	4	1162	1166	1161
Mon Jul 05 21:22:46 2021	1625516566	0	1166	1166	1165
Mon Jul 05 21:22:49 2021	1625516569	0	1166	1166	1165
Mon Jul 05 21:22:47 2021	1625516567	0	1166	1166	1165
Mon Jul 05 21:22:51 2021	1625516571	0	1166	1166	1166
Mon Jul 05 21:23:09 2021	1625516589	0	1166	1166	1164
Mon Jul 05 21:22:45 2021	1625516565	0	1166	1166	1166
Mon Jul 05 21:23:00 2021	1625516580	0	1166	1167	1166
Mon Jul 05 21:22:59 2021	1625516579	0	1166	1167	1166
Mon Jul 05 21:22:59 2021	1625516579	0	1167	1167	1166
Mon Jul 05 21:22:53 2021	1625516573	0	1167	1167	1166
Mon Jul 05 21:22:51 2021	1625516571	0	1167	1167	1163
Mon Jul 05 21:22:51 2021	1625516571	0	1168	1168	1167
Mon Jul 05 21:23:06 2021	1625516586	0	1168	1168	1168
Mon Jul 05 21:22:51 2021	1625516571	0	1168	1168	1168
Mon Jul 05 21:22:58 2021	1625516578	0	1168	1169	1168
Mon Jul 05 21:23:05 2021	1625516585	0	1169	1169	1168
Mon Jul 05 21:22:50 2021	1625516570	0	1169	1169	1168
Mon Jul 05 21:22:58 2021	1625516578	0	1169	1169	1168
Mon Jul 05 21:22:45 2021	1625516565	0	1169	1169	1168
Mon Jul 05 21:23:06 2021	1625516586	0	1169	1169	1169
Mon Jul 05 21:22:56 2021	1625516576	0	1169	1169	1169
Mon Jul 05 21:22:45 2021	1625516565	0	1169	1170	1167
Mon Jul 05 21:22:47 2021	1625516567	0	1169	1170	1169
Mon Jul 05 21:23:00 2021	1625516580	0	1170	1170	1169
Mon Jul 05 21:22:46 2021	1625516566	0	1170	1170	1169
Mon Jul 05 21:22:47 2021	1625516567	0	1170	1170	1168
Mon Jul 05 21:22:56 2021	1625516576	0	1170	1170	1170
Mon Jul 05 21:22:51 2021	1625516571	0	1171	1171	1170
Mon Jul 05 21:22:55 2021	1625516575	0	1171	1171	1171
Mon Jul 05 21:22:51 2021	1625516571	0	1171	1172	1171
Mon Jul 05 21:22:51 2021	1625516571	0	1172	1172	1171
Mon Jul 05 21:22:52 2021	1625516572	0	1172	1172	1171
Mon Jul 05 21:22:51 2021	1625516571	0	1172	1173	1172
Mon Jul 05 21:22:47 2021	1625516567	0	1173	1173	1172
Mon Jul 05 21:22:56 2021	1625516576	0	1173	1173	1173
Mon Jul 05 21:22:52 2021	1625516572	0	1173	1173	1173
Mon Jul 05 21:22:53 2021	1625516573	0	1173	1174	1173
Mon Jul 05 21:22:51 2021	1625516571	0	1173	1174	1173
Mon Jul 05 21:23:05 2021	1625516585	0	1174	1174	1173
Mon Jul 05 21:22:56 2021	1625516576	0	1174	1174	1173
Mon Jul 05 21:23:03 2021	1625516583	0	1174	1174	1173
Mon Jul 05 21:22:44 2021	1625516564	5	1170	1175	1169
Mon Jul 05 21:23:03 2021	1625516583	0	1175	1175	1174
Mon Jul 05 21:22:49 2021	1625516569	0	1175	1175	1174
Mon Jul 05 21:22:55 2021	1625516575	0	1175	1175	1175
Mon Jul 05 21:23:01 2021	1625516581	0	1175	1176	1173
Mon Jul 05 21:22:49 2021	1625516569	0	1176	1176	1175
Mon Jul 05 21:23:04 2021	1625516584	0	1176	1176	1175
Mon Jul 05 21:22:57 2021	1625516577	0	1176	1176	1175
Mon Jul 05 21:23:04 2021	1625516584	0	1176	1176	1175
Mon Jul 05 21:22:51 2021	1625516571	0	1176	1176	1176
Mon Jul 05 21:22:52 2021	1625516572	0	1176	1176	1176
Mon Jul 05 21:23:08 2021	1625516588	0	1177	1177	1176
Mon Jul 05 21:23:09 2021	1625516589	0	1177	1177	1176
Mon Jul 05 21:22:48 2021	1625516568	0	1177	1177	1176
Mon Jul 05 21:23:03 2021	1625516583	0	1177	1177	1176
Mon Jul 05 21:23:05 2021	1625516585	0	1177	1177	1177
Mon Jul 05 21:22:53 2021	1625516573	0	1177	1177	1177
Mon Jul 05 21:22:50 2021	1625516570	0	1177	1178	1177
Mon Jul 05 21:22:51 2021	1625516571	0	1178	1178	1177
Mon Jul 05 21:23:05 2021	1625516585	0	1178	1178	1177
Mon Jul 05 21:22:46 2021	1625516566	0	1178	1178	1177
Mon Jul 05 21:22:57 2021	1625516577	0	1178	1178	1177
Mon Jul 05 21:23:01 2021	1625516581	0	1178	1178	1178
Mon Jul 05 21:22:44 2021	1625516564	4	1174	1179	1174
Mon Jul 05 21:23:04 2021	1625516584	0	1179	1179	1165
Mon Jul 05 21:23:01 2021	1625516581	0	1179	1179	1178
Mon Jul 05 21:23:09 2021	1625516589	0	1179	1179	1177
Mon Jul 05 21:22:58 2021	1625516578	0	1180	1180	1179
Mon Jul 05 21:23:00 2021	1625516580	1	1179	1180	1179
Mon Jul 05 21:22:50 2021	1625516570	0	1180	1180	1180
Mon Jul 05 21:23:09 2021	1625516589	0	1180	1180	1179
Mon Jul 05 21:22:49 2021	1625516569	0	1181	1181	1180
Mon Jul 05 21:22:51 2021	1625516571	0	1181	1181	1180
Mon Jul 05 21:23:05 2021	1625516585	0	1181	1181	1179
Mon Jul 05 21:23:00 2021	1625516580	0	1181	1181	1181
Mon Jul 05 21:22:59 2021	1625516579	0	1181	1181	1180
Mon Jul 05 21:22:46 2021	1625516566	0	1181	1181	1177
Mon Jul 05 21:22:55 2021	1625516575	0	1182	1182	1181
Mon Jul 05 21:23:04 2021	1625516584	0	1182	1182	1182
Mon Jul 05 21:22:45 2021	1625516565	0	1182	1182	1182
Mon Jul 05 21:23:00 2021	1625516580	0	1182	1183	1181
Mon Jul 05 21:22:59 2021	1625516579	0	1182	1183	1182
Mon Jul 05 21:22:51 2021	1625516571	0	1182	1183	1182
Mon Jul 05 21:22:55 2021	1625516575	0	1183	1183	1180
Mon Jul 05 21:22:55 2021	1625516575	0	1183	1183	1182
Mon Jul 05 21:23:01 2021	1625516581	0	1183	1183	1183
Mon Jul 05 21:22:44 2021	1625516564	5	1179	1184	1179
Mon Jul 05 21:22:53 2021	1625516573	0	1184	1184	1184
Mon Jul 05 21:22:56 2021	1625516576	0	1184	1184	1184
Mon Jul 05 21:22:51 2021	1625516571	0	1184	1185	1184
Mon Jul 05 21:23:05 2021	1625516585	0	1185	1185	1184
Mon Jul 05 21:22:50 2021	1625516570	0	1185	1185	1185
Mon Jul 05 21:23:00 2021	1625516580	0	1185	1185	1185
Mon Jul 05 21:22:55 2021	1625516575	0	1186	1186	1185
Mon Jul 05 21:22:50 2021	1625516570	0	1186	1186	1185
Mon Jul 05 21:22:49 2021	1625516569	0	1186	1187	1186
Mon Jul 05 21:23:04 2021	1625516584	0	1187	1187	1186
Mon Jul 05 21:22:52 2021	1625516572	0	1187	1187	1186
Mon Jul 05 21:23:01 2021	1625516581	0	1187	1187	1186
Mon Jul 05 21:23:08 2021	1625516588	0	1187	1187	1187
Mon Jul 05 21:22:59 2021	1625516579	0	1187	1188	1187
Mon Jul 05 21:22:58 2021	1625516578	0	1188	1188	1187
Mon Jul 05 21:23:05 2021	1625516585	0	1188	1188	1185
Mon Jul 05 21:22:59 2021	1625516579	0	1188	1188	1187
Mon Jul 05 21:23:09 2021	1625516589	0	1188	1188	1186
Mon Jul 05 21:22:55 2021	1625516575	0	1188	1189	1188
Mon Jul 05 21:22:48 2021	1625516568	0	1189	1189	1188
Mon Jul 05 21:22:50 2021	1625516570	0	1189	1189	1188
Mon Jul 05 21:22:57 2021	1625516577	0	1189	1189	1189
Mon Jul 05 21:22:47 2021	1625516567	0	1189	1189	1189
Mon Jul 05 21:22:46 2021	1625516566	0	1189	1189	1189
Mon Jul 05 21:23:04 2021	1625516584	0	1190	1190	1189
Mon Jul 05 21:23:01 2021	1625516581	0	1190	1190	1189
Mon Jul 05 21:22:58 2021	1625516578	0	1190	1190	1189
Mon Jul 05 21:22:52 2021	1625516572	0	1190	1190	1189
Mon Jul 05 21:22:46 2021	1625516566	0	1190	1190	1190
Mon Jul 05 21:22:59 2021	1625516579	0	1191	1191	1190
Mon Jul 05 21:22:45 2021	1625516565	0	1191	1191	1182
Mon Jul 05 21:22:52 2021	1625516572	0	1191	1191	1191
Mon Jul 05 21:22:59 2021	1625516579	0	1191	1191	1191
Mon Jul 05 21:22:55 2021	1625516575	0	1191	1191	1191
Mon Jul 05 21:22:47 2021	1625516567	0	1192	1192	1191
Mon Jul 05 21:22:55 2021	1625516575	0	1192	1192	1191
Mon Jul 05 21:22:59 2021	1625516579	0	1192	1192	1191
Mon Jul 05 21:22:47 2021	1625516567	0	1192	1192	1192
Mon Jul 05 21:22:59 2021	1625516579	0	1192	1192	1192
Mon Jul 05 21:22:46 2021	1625516566	0	1192	1192	1192
Mon Jul 05 21:22:59 2021	1625516579	0	1193	1193	1192
Mon Jul 05 21:23:01 2021	1625516581	0	1193	1193	1193
Mon Jul 05 21:23:00 2021	1625516580	0	1194	1194	1193
Mon Jul 05 21:22:51 2021	1625516571	0	1194	1194	1193
Mon Jul 05 21:22:46 2021	1625516566	0	1194	1195	1191
Mon Jul 05 21:23:00 2021	1625516580	0	1195	1195	1194
Mon Jul 05 21:23:05 2021	1625516585	0	1195	1195	1194
Mon Jul 05 21:22:50 2021	1625516570	0	1196	1196	1195
Mon Jul 05 21:22:59 2021	1625516579	0	1196	1196	1195
Mon Jul 05 21:22:47 2021	1625516567	0	1196	1196	1194
Mon Jul 05 21:22:45 2021	1625516565	0	1196	1196	1196
Mon Jul 05 21:22:51 2021	1625516571	0	1196	1196	1196
Mon Jul 05 21:23:04 2021	1625516584	0	1196	1196	1196
Mon Jul 05 21:22:45 2021	1625516565	2	1195	1196	1194
Mon Jul 05 21:22:47 2021	1625516567	0	1196	1197	1196
Mon Jul 05 21:23:00 2021	1625516580	0	1197	1197	1196
Mon Jul 05 21:22:46 2021	1625516566	0	1197	1197	1196
Mon Jul 05 21:23:09 2021	1625516589	0	1197	1197	1192
Mon Jul 05 21:23:00 2021	1625516580	0	1197	1197	1196
Mon Jul 05 21:22:49 2021	1625516569	0	1197	1197	1196
Mon Jul 05 21:23:04 2021	1625516584	0	1197	1198	1197
Mon Jul 05 21:23:00 2021	1625516580	0	1197	1198	1197
Mon Jul 05 21:22:52 2021	1625516572	0	1198	1198	1197
Mon Jul 05 21:22:52 2021	1625516572	1	1197	1198	1196
Mon Jul 05 21:22:57 2021	1625516577	0	1197	1198	1197
Mon Jul 05 21:22:53 2021	1625516573	0	1198	1198	1197
Mon Jul 05 21:22:55 2021	1625516575	0	1198	1198	1197
Mon Jul 05 21:22:58 2021	1625516578	0	1198	1198	1197
Mon Jul 05 21:23:01 2021	1625516581	0	1198	1198	1197
Mon Jul 05 21:22:58 2021	1625516578	0	1198	1198	1197
Mon Jul 05 21:23:05 2021	1625516585	0	1198	1198	1198
Mon Jul 05 21:23:00 2021	1625516580	0	1198	1198	1198
Mon Jul 05 21:22:49 2021	1625516569	0	1198	1199	1198
Mon Jul 05 21:22:51 2021	1625516571	0	1199	1199	1198
Mon Jul 05 21:23:06 2021	1625516586	0	1199	1199	1198
Mon Jul 05 21:23:00 2021	1625516580	0	1199	1199	1198
Mon Jul 05 21:23:08 2021	1625516588	0	1199	1199	1199
Mon Jul 05 21:22:57 2021	1625516577	0	1199	1199	1199
Mon Jul 05 21:22:57 2021	1625516577	0	1199	1200	1199
Mon Jul 05 21:22:59 2021	1625516579	0	1200	1200	1196
Mon Jul 05 21:22:44 2021	1625516564	4	1196	1200	1195
Mon Jul 05 21:22:49 2021	1625516569	0	1200	1200	1199
Mon Jul 05 21:22:45 2021	1625516565	0	1200	1200	1199
Mon Jul 05 21:22:54 2021	1625516574	0	1200	1200	1199
Mon Jul 05 21:22:59 2021	1625516579	0	1200	1200	1199
Mon Jul 05 21:22:56 2021	1625516576	0	1200	1200	1200
Mon Jul 05 21:22:55 2021	1625516575	0	1200	1200	1200
Mon Jul 05 21:22:47 2021	1625516567	0	1201	1201	1200
Mon Jul 05 21:22:59 2021	1625516579	0	1201	1201	1200
Mon Jul 05 21:22:49 2021	1625516569	0	1201	1201	1199
Mon Jul 05 21:23:04 2021	1625516584	0	1201	1201	1201
Mon Jul 05 21:23:04 2021	1625516584	0	1202	1202	1200
Mon Jul 05 21:22:56 2021	1625516576	0	1202	1202	1201
Mon Jul 05 21:22:58 2021	1625516578	0	1202	1202	1202
Mon Jul 05 21:23:09 2021	1625516589	0	1202	1202	1201
Mon Jul 05 21:22:56 2021	1625516576	0	1202	1203	1202
Mon Jul 05 21:22:52 2021	1625516572	0	1202	1203	1202
Mon Jul 05 21:23:04 2021	1625516584	0	1202	1203	1202
Mon Jul 05 21:23:00 2021	1625516580	0	1203	1203	1202
Mon Jul 05 21:22:47 2021	1625516567	0	1203	1203	1202
Mon Jul 05 21:22:48 2021	1625516568	0	1204	1204	1202
Mon Jul 05 21:22:55 2021	1625516575	0	1204	1204	1203
Mon Jul 05 21:22:46 2021	1625516566	0	1204	1204	1203
Mon Jul 05 21:22:55 2021	1625516575	0	1204	1204	1203
Mon Jul 05 21:22:44 2021	1625516564	5	1200	1205	1200
Mon Jul 05 21:23:05 2021	1625516585	0	1205	1205	1204
Mon Jul 05 21:23:05 2021	1625516585	0	1205	1205	1204
Mon Jul 05 21:22:51 2021	1625516571	0	1205	1205	1205
Mon Jul 05 21:22:49 2021	1625516569	0	1205	1205	1205
Mon Jul 05 21:22:49 2021	1625516569	0	1205	1205	1205
Mon Jul 05 21:22:45 2021	1625516565	0	1205	1206	1205
Mon Jul 05 21:22:55 2021	1625516575	0	1206	1206	1206
Mon Jul 05 21:22:49 2021	1625516569	0	1206	1206	1206
Mon Jul 05 21:22:49 2021	1625516569	0	1206	1207	1206
Mon Jul 05 21:23:08 2021	1625516588	0	1206	1207	1206
Mon Jul 05 21:22:55 2021	1625516575	0	1207	1207	1206
Mon Jul 05 21:22:54 2021	1625516574	0	1207	1207	1206
Mon Jul 05 21:22:54 2021	1625516574	0	1207	1208	1207
Mon Jul 05 21:23:04 2021	1625516584	0	1207	1208	1207
Mon Jul 05 21:22:44 2021	1625516564	5	1203	1208	1203
Mon Jul 05 21:22:49 2021	1625516569	0	1208	1208	1207
Mon Jul 05 21:22:47 2021	1625516567	0	1208	1208	1204
Mon Jul 05 21:23:01 2021	1625516581	0	1208	1208	1208
Mon Jul 05 21:22:59 2021	1625516579	0	1208	1209	1208
Mon Jul 05 21:22:49 2021	1625516569	0	1209	1209	1208
Mon Jul 05 21:23:04 2021	1625516584	0	1209	1209	1208
Mon Jul 05 21:22:51 2021	1625516571	0	1209	1209	1209
Mon Jul 05 21:23:09 2021	1625516589	1	1209	1209	1208
Mon Jul 05 21:22:47 2021	1625516567	0	1209	1209	1209
Mon Jul 05 21:22:49 2021	1625516569	0	1209	1209	1209
Mon Jul 05 21:22:58 2021	1625516578	0	1210	1210	1209
Mon Jul 05 21:22:49 2021	1625516569	0	1209	1210	1209
Mon Jul 05 21:23:06 2021	1625516586	0	1210	1210	1210
Mon Jul 05 21:22:45 2021	1625516565	0	1210	1210	1209
Mon Jul 05 21:23:04 2021	1625516584	0	1210	1210	1209
Mon Jul 05 21:23:05 2021	1625516585	0	1210	1210	1210
Mon Jul 05 21:22:51 2021	1625516571	0	1210	1210	1210
Mon Jul 05 21:22:44 2021	1625516564	5	1206	1210	1205
Mon Jul 05 21:22:50 2021	1625516570	0	1210	1211	1210
Mon Jul 05 21:23:03 2021	1625516583	0	1211	1211	1210
Mon Jul 05 21:22:54 2021	1625516574	0	1211	1211	1210
Mon Jul 05 21:22:55 2021	1625516575	0	1211	1211	1210
Mon Jul 05 21:22:54 2021	1625516574	0	1211	1211	1210
Mon Jul 05 21:22:45 2021	1625516565	0	1211	1211	1210
Mon Jul 05 21:23:00 2021	1625516580	0	1211	1211	1210
Mon Jul 05 21:22:59 2021	1625516579	0	1212	1212	1211
Mon Jul 05 21:23:01 2021	1625516581	0	1212	1212	1211
Mon Jul 05 21:22:51 2021	1625516571	0	1212	1212	1211
Mon Jul 05 21:22:45 2021	1625516565	0	1212	1212	1180
Mon Jul 05 21:22:59 2021	1625516579	0	1212	1212	1212
Mon Jul 05 21:23:05 2021	1625516585	0	1212	1212	1211
Mon Jul 05 21:22:49 2021	1625516569	0	1212	1212	1211
Mon Jul 05 21:23:05 2021	1625516585	0	1212	1213	1212
Mon Jul 05 21:22:48 2021	1625516568	0	1212	1213	1212
Mon Jul 05 21:23:01 2021	1625516581	0	1213	1213	1212
Mon Jul 05 21:23:05 2021	1625516585	0	1213	1213	1212
Mon Jul 05 21:22:55 2021	1625516575	0	1213	1213	1213
Mon Jul 05 21:22:47 2021	1625516567	0	1213	1213	1212
Mon Jul 05 21:22:47 2021	1625516567	0	1213	1213	1212
Mon Jul 05 21:22:58 2021	1625516578	0	1213	1213	1212
Mon Jul 05 21:22:58 2021	1625516578	0	1213	1213	1212
Mon Jul 05 21:22:56 2021	1625516576	0	1213	1213	1213
Mon Jul 05 21:23:05 2021	1625516585	0	1213	1214	1213
Mon Jul 05 21:22:46 2021	1625516566	0	1214	1214	1211
Mon Jul 05 21:22:51 2021	1625516571	0	1214	1214	1213
Mon Jul 05 21:22:51 2021	1625516571	0	1214	1214	1214
Mon Jul 05 21:22:54 2021	1625516574	0	1214	1214	1214
Mon Jul 05 21:22:54 2021	1625516574	0	1214	1214	1214
Mon Jul 05 21:22:56 2021	1625516576	0	1215	1215	1214
Mon Jul 05 21:22:54 2021	1625516574	0	1215	1215	1212
Mon Jul 05 21:23:02 2021	1625516582	0	1215	1215	1214
Mon Jul 05 21:22:58 2021	1625516578	0	1215	1215	1214
Mon Jul 05 21:22:58 2021	1625516578	0	1215	1215	1215
Mon Jul 05 21:22:55 2021	1625516575	0	1215	1215	1215
Mon Jul 05 21:23:01 2021	1625516581	0	1215	1216	1215
Mon Jul 05 21:22:49 2021	1625516569	0	1216	1216	1215
Mon Jul 05 21:23:00 2021	1625516580	0	1216	1216	1216
Mon Jul 05 21:22:58 2021	1625516578	0	1216	1217	1216
Mon Jul 05 21:22:54 2021	1625516574	0	1217	1218	1216
Mon Jul 05 21:22:54 2021	1625516574	0	1218	1218	1217
Mon Jul 05 21:23:02 2021	1625516582	0	1217	1218	1216
Mon Jul 05 21:23:05 2021	1625516585	0	1218	1218	1217
Mon Jul 05 21:22:49 2021	1625516569	0	1218	1218	1218
Mon Jul 05 21:22:48 2021	1625516568	0	1218	1218	1218
Mon Jul 05 21:22:45 2021	1625516565	0	1219	1219	1218
Mon Jul 05 21:22:56 2021	1625516576	0	1219	1219	1219
Mon Jul 05 21:22:54 2021	1625516574	0	1219	1219	1219
Mon Jul 05 21:22:51 2021	1625516571	0	1219	1219	1219
Mon Jul 05 21:22:59 2021	1625516579	0	1220	1220	1219
Mon Jul 05 21:23:04 2021	1625516584	0	1220	1220	1219
Mon Jul 05 21:22:55 2021	1625516575	0	1220	1220	1219
Mon Jul 05 21:22:51 2021	1625516571	0	1220	1220	1219
Mon Jul 05 21:22:57 2021	1625516577	0	1220	1220	1220
Mon Jul 05 21:22:56 2021	1625516576	0	1220	1220	1220
Mon Jul 05 21:22:56 2021	1625516576	0	1220	1221	1220
Mon Jul 05 21:23:00 2021	1625516580	0	1220	1221	1220
Mon Jul 05 21:23:01 2021	1625516581	0	1220	1221	1220
Mon Jul 05 21:22:51 2021	1625516571	0	1221	1221	1220
Mon Jul 05 21:22:55 2021	1625516575	0	1221	1221	1220
Mon Jul 05 21:22:56 2021	1625516576	0	1221	1221	1220
Mon Jul 05 21:22:52 2021	1625516572	0	1221	1221	1220
Mon Jul 05 21:22:55 2021	1625516575	0	1221	1222	1221
Mon Jul 05 21:22:49 2021	1625516569	0	1222	1222	1222
Mon Jul 05 21:22:52 2021	1625516572	0	1222	1222	1222
Mon Jul 05 21:23:05 2021	1625516585	0	1222	1222	1222
