starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 05 21:23:00 2021	1625516580	0	1222	1223	1222
Mon Jul 05 21:23:01 2021	1625516581	0	1223	1223	1222
Mon Jul 05 21:22:54 2021	1625516574	0	1223	1223	1223
Mon Jul 05 21:23:01 2021	1625516581	0	1223	1223	1220
Mon Jul 05 21:22:58 2021	1625516578	0	1223	1223	1223
Mon Jul 05 21:22:49 2021	1625516569	0	1223	1223	1222
Mon Jul 05 21:22:51 2021	1625516571	0	1223	1223	1223
Mon Jul 05 21:22:57 2021	1625516577	0	1224	1224	1223
Mon Jul 05 21:22:55 2021	1625516575	0	1224	1224	1223
Mon Jul 05 21:22:59 2021	1625516579	0	1224	1224	1224
Mon Jul 05 21:23:01 2021	1625516581	0	1224	1224	1224
Mon Jul 05 21:22:49 2021	1625516569	0	1225	1225	1224
Mon Jul 05 21:22:59 2021	1625516579	0	1225	1225	1225
Mon Jul 05 21:23:03 2021	1625516583	0	1225	1225	1225
Mon Jul 05 21:23:01 2021	1625516581	0	1226	1226	1225
Mon Jul 05 21:22:54 2021	1625516574	0	1226	1226	1225
Mon Jul 05 21:23:00 2021	1625516580	0	1226	1226	1225
Mon Jul 05 21:22:56 2021	1625516576	0	1226	1226	1223
Mon Jul 05 21:23:06 2021	1625516586	0	1226	1226	1226
Mon Jul 05 21:22:46 2021	1625516566	0	1227	1227	1225
Mon Jul 05 21:23:04 2021	1625516584	0	1227	1227	1226
Mon Jul 05 21:22:56 2021	1625516576	0	1227	1227	1227
Mon Jul 05 21:22:44 2021	1625516564	4	1223	1227	1223
Mon Jul 05 21:23:05 2021	1625516585	0	1228	1228	1227
Mon Jul 05 21:22:51 2021	1625516571	0	1228	1228	1227
Mon Jul 05 21:22:57 2021	1625516577	0	1228	1228	1227
Mon Jul 05 21:22:47 2021	1625516567	0	1228	1228	1227
Mon Jul 05 21:22:56 2021	1625516576	0	1229	1229	1226
Mon Jul 05 21:22:49 2021	1625516569	0	1228	1229	1228
Mon Jul 05 21:22:58 2021	1625516578	0	1229	1229	1229
Mon Jul 05 21:22:52 2021	1625516572	0	1229	1230	1229
Mon Jul 05 21:22:56 2021	1625516576	0	1230	1230	1229
Mon Jul 05 21:23:00 2021	1625516580	0	1230	1230	1229
Mon Jul 05 21:22:57 2021	1625516577	0	1230	1230	1230
Mon Jul 05 21:22:59 2021	1625516579	0	1230	1230	1229
Mon Jul 05 21:22:59 2021	1625516579	0	1230	1230	1230
Mon Jul 05 21:22:58 2021	1625516578	0	1231	1231	1230
Mon Jul 05 21:23:05 2021	1625516585	0	1231	1231	1230
Mon Jul 05 21:22:58 2021	1625516578	0	1231	1231	1230
Mon Jul 05 21:23:01 2021	1625516581	0	1231	1231	1230
Mon Jul 05 21:22:57 2021	1625516577	0	1231	1231	1230
Mon Jul 05 21:23:03 2021	1625516583	0	1231	1231	1230
Mon Jul 05 21:22:44 2021	1625516564	4	1228	1232	1227
Mon Jul 05 21:23:04 2021	1625516584	0	1232	1233	1232
Mon Jul 05 21:23:04 2021	1625516584	0	1233	1233	1231
Mon Jul 05 21:22:56 2021	1625516576	0	1234	1234	1233
Mon Jul 05 21:22:52 2021	1625516572	0	1235	1235	1234
Mon Jul 05 21:23:09 2021	1625516589	0	1234	1235	1233
Mon Jul 05 21:23:00 2021	1625516580	1	1234	1235	1234
Mon Jul 05 21:22:49 2021	1625516569	0	1235	1235	1234
Mon Jul 05 21:22:56 2021	1625516576	0	1235	1235	1235
Mon Jul 05 21:22:53 2021	1625516573	0	1236	1236	1235
Mon Jul 05 21:22:45 2021	1625516565	0	1236	1236	1235
Mon Jul 05 21:22:58 2021	1625516578	0	1236	1237	1236
Mon Jul 05 21:22:49 2021	1625516569	0	1236	1237	1236
Mon Jul 05 21:23:04 2021	1625516584	0	1237	1237	1236
Mon Jul 05 21:23:05 2021	1625516585	0	1237	1237	1237
Mon Jul 05 21:22:57 2021	1625516577	0	1237	1237	1237
Mon Jul 05 21:22:51 2021	1625516571	0	1237	1237	1237
Mon Jul 05 21:22:52 2021	1625516572	0	1237	1237	1237
Mon Jul 05 21:23:06 2021	1625516586	0	1237	1238	1237
Mon Jul 05 21:23:05 2021	1625516585	0	1238	1238	1237
Mon Jul 05 21:22:49 2021	1625516569	0	1238	1238	1237
Mon Jul 05 21:22:58 2021	1625516578	0	1238	1238	1237
Mon Jul 05 21:22:52 2021	1625516572	0	1238	1239	1238
Mon Jul 05 21:22:54 2021	1625516574	0	1239	1239	1237
Mon Jul 05 21:22:49 2021	1625516569	0	1239	1239	1234
Mon Jul 05 21:22:46 2021	1625516566	0	1239	1239	1238
Mon Jul 05 21:22:59 2021	1625516579	0	1239	1239	1239
Mon Jul 05 21:23:00 2021	1625516580	1	1239	1239	1238
Mon Jul 05 21:23:05 2021	1625516585	0	1240	1240	1239
Mon Jul 05 21:22:56 2021	1625516576	0	1240	1240	1238
Mon Jul 05 21:23:04 2021	1625516584	0	1240	1240	1239
Mon Jul 05 21:22:56 2021	1625516576	0	1240	1240	1239
Mon Jul 05 21:23:06 2021	1625516586	0	1240	1240	1239
Mon Jul 05 21:22:55 2021	1625516575	0	1240	1241	1240
Mon Jul 05 21:22:48 2021	1625516568	0	1240	1241	1240
Mon Jul 05 21:22:55 2021	1625516575	0	1241	1241	1240
Mon Jul 05 21:23:06 2021	1625516586	0	1241	1241	1240
Mon Jul 05 21:23:05 2021	1625516585	0	1241	1241	1240
Mon Jul 05 21:22:57 2021	1625516577	0	1241	1241	1240
Mon Jul 05 21:22:55 2021	1625516575	0	1241	1241	1240
Mon Jul 05 21:23:06 2021	1625516586	0	1241	1241	1240
Mon Jul 05 21:22:51 2021	1625516571	0	1241	1242	1241
Mon Jul 05 21:23:06 2021	1625516586	0	1242	1242	1241
Mon Jul 05 21:22:48 2021	1625516568	0	1242	1242	1240
Mon Jul 05 21:23:01 2021	1625516581	0	1242	1242	1241
Mon Jul 05 21:22:52 2021	1625516572	0	1242	1242	1241
Mon Jul 05 21:22:48 2021	1625516568	0	1242	1243	1242
Mon Jul 05 21:22:45 2021	1625516565	0	1243	1243	1242
Mon Jul 05 21:22:54 2021	1625516574	0	1243	1243	1243
Mon Jul 05 21:23:03 2021	1625516583	0	1243	1244	1243
Mon Jul 05 21:22:52 2021	1625516572	0	1244	1244	1244
Mon Jul 05 21:22:55 2021	1625516575	0	1244	1244	1244
Mon Jul 05 21:22:56 2021	1625516576	0	1244	1244	1244
Mon Jul 05 21:23:05 2021	1625516585	0	1244	1244	1244
Mon Jul 05 21:22:51 2021	1625516571	0	1245	1245	1244
Mon Jul 05 21:23:00 2021	1625516580	0	1245	1245	1244
Mon Jul 05 21:23:05 2021	1625516585	0	1245	1246	1245
Mon Jul 05 21:22:59 2021	1625516579	0	1245	1246	1245
Mon Jul 05 21:23:01 2021	1625516581	0	1246	1246	1245
Mon Jul 05 21:22:48 2021	1625516568	0	1246	1246	1245
Mon Jul 05 21:22:59 2021	1625516579	0	1246	1246	1245
Mon Jul 05 21:22:58 2021	1625516578	0	1246	1246	1246
Mon Jul 05 21:22:49 2021	1625516569	0	1246	1246	1246
Mon Jul 05 21:22:56 2021	1625516576	0	1246	1246	1246
Mon Jul 05 21:22:59 2021	1625516579	0	1246	1247	1246
Mon Jul 05 21:23:04 2021	1625516584	0	1247	1247	1246
Mon Jul 05 21:23:01 2021	1625516581	0	1247	1247	1246
Mon Jul 05 21:22:58 2021	1625516578	0	1247	1247	1246
Mon Jul 05 21:22:57 2021	1625516577	0	1247	1247	1246
Mon Jul 05 21:23:05 2021	1625516585	0	1247	1247	1247
Mon Jul 05 21:23:06 2021	1625516586	0	1247	1247	1246
Mon Jul 05 21:22:55 2021	1625516575	0	1248	1248	1247
Mon Jul 05 21:23:06 2021	1625516586	0	1248	1248	1247
Mon Jul 05 21:22:58 2021	1625516578	0	1248	1248	1248
Mon Jul 05 21:23:01 2021	1625516581	0	1248	1249	1248
Mon Jul 05 21:22:48 2021	1625516568	0	1249	1249	1248
Mon Jul 05 21:23:05 2021	1625516585	0	1249	1249	1249
Mon Jul 05 21:22:54 2021	1625516574	0	1249	1249	1249
Mon Jul 05 21:22:45 2021	1625516565	0	1249	1250	1249
Mon Jul 05 21:23:04 2021	1625516584	0	1249	1250	1249
Mon Jul 05 21:23:01 2021	1625516581	0	1250	1250	1250
Mon Jul 05 21:23:01 2021	1625516581	0	1250	1250	1250
Mon Jul 05 21:22:51 2021	1625516571	0	1250	1250	1250
Mon Jul 05 21:23:06 2021	1625516586	0	1251	1251	1250
Mon Jul 05 21:23:06 2021	1625516586	0	1251	1251	1250
Mon Jul 05 21:23:04 2021	1625516584	0	1251	1251	1250
Mon Jul 05 21:22:57 2021	1625516577	0	1251	1251	1250
Mon Jul 05 21:23:01 2021	1625516581	0	1251	1252	1251
Mon Jul 05 21:23:04 2021	1625516584	0	1252	1252	1251
Mon Jul 05 21:23:05 2021	1625516585	0	1252	1252	1251
Mon Jul 05 21:22:54 2021	1625516574	0	1252	1252	1252
Mon Jul 05 21:22:45 2021	1625516565	0	1252	1252	1252
Mon Jul 05 21:23:04 2021	1625516584	0	1252	1252	1252
Mon Jul 05 21:22:58 2021	1625516578	0	1252	1252	1252
Mon Jul 05 21:22:51 2021	1625516571	0	1252	1252	1249
Mon Jul 05 21:22:56 2021	1625516576	0	1253	1253	1252
Mon Jul 05 21:23:01 2021	1625516581	0	1253	1253	1252
Mon Jul 05 21:23:08 2021	1625516588	0	1253	1253	1253
Mon Jul 05 21:23:08 2021	1625516588	0	1254	1254	1253
Mon Jul 05 21:22:44 2021	1625516564	4	1250	1254	1249
Mon Jul 05 21:22:48 2021	1625516568	0	1254	1254	1253
Mon Jul 05 21:22:48 2021	1625516568	0	1255	1255	1254
Mon Jul 05 21:23:08 2021	1625516588	0	1255	1255	1254
Mon Jul 05 21:22:51 2021	1625516571	0	1255	1255	1254
Mon Jul 05 21:23:04 2021	1625516584	0	1255	1255	1254
Mon Jul 05 21:23:05 2021	1625516585	0	1255	1255	1254
Mon Jul 05 21:22:44 2021	1625516564	2	1253	1255	1253
Mon Jul 05 21:22:59 2021	1625516579	0	1255	1255	1254
Mon Jul 05 21:22:55 2021	1625516575	0	1255	1255	1255
Mon Jul 05 21:22:56 2021	1625516576	0	1255	1255	1255
Mon Jul 05 21:22:45 2021	1625516565	0	1255	1256	1255
Mon Jul 05 21:23:01 2021	1625516581	0	1255	1256	1255
Mon Jul 05 21:22:44 2021	1625516564	2	1254	1256	1253
Mon Jul 05 21:23:05 2021	1625516585	0	1255	1256	1255
Mon Jul 05 21:22:52 2021	1625516572	0	1256	1256	1253
Mon Jul 05 21:22:54 2021	1625516574	0	1256	1256	1255
Mon Jul 05 21:22:58 2021	1625516578	0	1256	1256	1256
Mon Jul 05 21:23:05 2021	1625516585	0	1256	1257	1255
Mon Jul 05 21:23:09 2021	1625516589	0	1256	1257	1256
Mon Jul 05 21:23:01 2021	1625516581	0	1257	1257	1256
Mon Jul 05 21:23:08 2021	1625516588	0	1257	1257	1256
Mon Jul 05 21:22:45 2021	1625516565	0	1257	1257	1256
Mon Jul 05 21:23:02 2021	1625516582	0	1257	1257	1257
Mon Jul 05 21:22:57 2021	1625516577	0	1257	1258	1257
Mon Jul 05 21:22:55 2021	1625516575	0	1258	1258	1257
Mon Jul 05 21:23:08 2021	1625516588	0	1257	1258	1257
Mon Jul 05 21:22:51 2021	1625516571	0	1259	1259	1259
Mon Jul 05 21:22:58 2021	1625516578	0	1259	1259	1259
Mon Jul 05 21:23:01 2021	1625516581	0	1259	1259	1259
Mon Jul 05 21:22:52 2021	1625516572	0	1259	1259	1258
Mon Jul 05 21:23:03 2021	1625516583	0	1259	1259	1258
Mon Jul 05 21:22:52 2021	1625516572	0	1259	1259	1259
Mon Jul 05 21:23:01 2021	1625516581	0	1259	1259	1259
Mon Jul 05 21:23:05 2021	1625516585	0	1259	1259	1259
Mon Jul 05 21:23:06 2021	1625516586	0	1260	1260	1259
Mon Jul 05 21:22:57 2021	1625516577	0	1260	1260	1259
Mon Jul 05 21:22:44 2021	1625516564	5	1256	1261	1256
Mon Jul 05 21:23:04 2021	1625516584	0	1261	1261	1260
Mon Jul 05 21:22:48 2021	1625516568	0	1261	1261	1260
Mon Jul 05 21:22:58 2021	1625516578	0	1261	1261	1261
Mon Jul 05 21:22:44 2021	1625516564	4	1257	1261	1256
Mon Jul 05 21:23:06 2021	1625516586	0	1262	1262	1261
Mon Jul 05 21:22:58 2021	1625516578	0	1262	1263	1262
Mon Jul 05 21:22:54 2021	1625516574	0	1263	1263	1262
Mon Jul 05 21:22:55 2021	1625516575	0	1263	1263	1262
Mon Jul 05 21:22:51 2021	1625516571	0	1263	1263	1262
Mon Jul 05 21:23:06 2021	1625516586	0	1263	1263	1262
Mon Jul 05 21:23:05 2021	1625516585	0	1263	1263	1262
Mon Jul 05 21:23:02 2021	1625516582	0	1263	1263	1263
Mon Jul 05 21:23:09 2021	1625516589	0	1264	1264	1263
Mon Jul 05 21:22:44 2021	1625516564	5	1259	1264	1258
Mon Jul 05 21:22:55 2021	1625516575	0	1264	1264	1263
Mon Jul 05 21:22:44 2021	1625516564	2	1262	1264	1262
Mon Jul 05 21:22:55 2021	1625516575	0	1265	1265	1264
Mon Jul 05 21:22:59 2021	1625516579	0	1266	1267	1266
Mon Jul 05 21:22:58 2021	1625516578	0	1267	1267	1266
Mon Jul 05 21:22:56 2021	1625516576	0	1267	1267	1266
Mon Jul 05 21:23:02 2021	1625516582	0	1267	1267	1267
Mon Jul 05 21:22:56 2021	1625516576	0	1267	1267	1267
Mon Jul 05 21:23:03 2021	1625516583	0	1268	1268	1267
Mon Jul 05 21:23:01 2021	1625516581	0	1268	1268	1267
Mon Jul 05 21:23:08 2021	1625516588	0	1267	1268	1267
Mon Jul 05 21:22:55 2021	1625516575	0	1268	1268	1267
Mon Jul 05 21:22:59 2021	1625516579	0	1268	1268	1267
Mon Jul 05 21:22:55 2021	1625516575	0	1269	1269	1268
Mon Jul 05 21:23:09 2021	1625516589	0	1269	1269	1268
Mon Jul 05 21:23:08 2021	1625516588	0	1269	1269	1268
Mon Jul 05 21:23:05 2021	1625516585	0	1269	1269	1267
Mon Jul 05 21:23:02 2021	1625516582	0	1269	1269	1269
Mon Jul 05 21:23:06 2021	1625516586	0	1269	1269	1268
Mon Jul 05 21:23:01 2021	1625516581	0	1270	1270	1269
Mon Jul 05 21:22:44 2021	1625516564	2	1269	1270	1268
Mon Jul 05 21:22:59 2021	1625516579	0	1270	1270	1269
Mon Jul 05 21:22:54 2021	1625516574	0	1270	1270	1270
Mon Jul 05 21:22:57 2021	1625516577	0	1270	1270	1270
Mon Jul 05 21:22:58 2021	1625516578	0	1270	1271	1270
Mon Jul 05 21:23:02 2021	1625516582	0	1271	1271	1270
Mon Jul 05 21:23:00 2021	1625516580	0	1271	1271	1270
Mon Jul 05 21:23:00 2021	1625516580	0	1271	1271	1268
Mon Jul 05 21:22:54 2021	1625516574	0	1271	1271	1271
Mon Jul 05 21:22:58 2021	1625516578	0	1271	1271	1271
Mon Jul 05 21:23:08 2021	1625516588	0	1271	1272	1271
Mon Jul 05 21:23:00 2021	1625516580	0	1272	1272	1271
Mon Jul 05 21:22:59 2021	1625516579	0	1272	1272	1271
Mon Jul 05 21:23:02 2021	1625516582	0	1272	1272	1271
Mon Jul 05 21:23:03 2021	1625516583	0	1272	1272	1271
Mon Jul 05 21:22:59 2021	1625516579	0	1272	1272	1271
Mon Jul 05 21:22:55 2021	1625516575	0	1272	1272	1271
Mon Jul 05 21:22:59 2021	1625516579	0	1273	1273	1272
Mon Jul 05 21:22:56 2021	1625516576	0	1273	1273	1272
Mon Jul 05 21:23:08 2021	1625516588	0	1273	1273	1271
Mon Jul 05 21:22:59 2021	1625516579	0	1273	1273	1273
Mon Jul 05 21:22:48 2021	1625516568	0	1273	1274	1273
Mon Jul 05 21:23:02 2021	1625516582	0	1274	1274	1273
Mon Jul 05 21:23:03 2021	1625516583	0	1274	1274	1273
Mon Jul 05 21:22:55 2021	1625516575	0	1274	1274	1274
Mon Jul 05 21:22:54 2021	1625516574	0	1275	1275	1274
Mon Jul 05 21:23:05 2021	1625516585	0	1275	1275	1274
Mon Jul 05 21:22:57 2021	1625516577	0	1275	1275	1275
Mon Jul 05 21:23:03 2021	1625516583	0	1275	1275	1274
Mon Jul 05 21:22:59 2021	1625516579	0	1275	1276	1275
Mon Jul 05 21:23:08 2021	1625516588	0	1275	1276	1275
Mon Jul 05 21:22:57 2021	1625516577	0	1276	1276	1275
Mon Jul 05 21:22:55 2021	1625516575	0	1276	1276	1275
Mon Jul 05 21:22:56 2021	1625516576	0	1276	1276	1276
Mon Jul 05 21:22:54 2021	1625516574	0	1276	1276	1276
Mon Jul 05 21:22:59 2021	1625516579	0	1276	1276	1276
Mon Jul 05 21:22:54 2021	1625516574	0	1276	1276	1276
Mon Jul 05 21:22:59 2021	1625516579	0	1276	1276	1276
Mon Jul 05 21:23:00 2021	1625516580	1	1276	1277	1275
Mon Jul 05 21:22:49 2021	1625516569	0	1277	1277	1276
Mon Jul 05 21:22:54 2021	1625516574	0	1277	1277	1276
Mon Jul 05 21:22:57 2021	1625516577	0	1277	1277	1277
Mon Jul 05 21:22:59 2021	1625516579	0	1277	1277	1275
Mon Jul 05 21:22:49 2021	1625516569	0	1277	1277	1277
Mon Jul 05 21:22:54 2021	1625516574	0	1278	1278	1277
Mon Jul 05 21:23:03 2021	1625516583	0	1278	1278	1277
Mon Jul 05 21:22:59 2021	1625516579	0	1278	1278	1277
Mon Jul 05 21:22:59 2021	1625516579	0	1278	1278	1277
Mon Jul 05 21:22:54 2021	1625516574	0	1278	1278	1277
Mon Jul 05 21:22:54 2021	1625516574	0	1278	1278	1278
Mon Jul 05 21:22:46 2021	1625516566	0	1278	1278	1278
Mon Jul 05 21:23:04 2021	1625516584	0	1278	1279	1278
Mon Jul 05 21:23:02 2021	1625516582	0	1279	1279	1278
Mon Jul 05 21:23:05 2021	1625516585	0	1279	1279	1278
Mon Jul 05 21:22:56 2021	1625516576	0	1279	1279	1279
Mon Jul 05 21:22:58 2021	1625516578	0	1279	1280	1279
Mon Jul 05 21:22:48 2021	1625516568	0	1280	1280	1279
Mon Jul 05 21:22:44 2021	1625516564	4	1276	1280	1275
Mon Jul 05 21:22:56 2021	1625516576	0	1280	1280	1280
Mon Jul 05 21:23:00 2021	1625516580	0	1280	1280	1280
Mon Jul 05 21:23:04 2021	1625516584	0	1280	1280	1280
Mon Jul 05 21:22:59 2021	1625516579	0	1280	1281	1280
Mon Jul 05 21:23:01 2021	1625516581	0	1281	1281	1280
Mon Jul 05 21:23:04 2021	1625516584	0	1281	1282	1280
Mon Jul 05 21:22:55 2021	1625516575	0	1281	1282	1281
Mon Jul 05 21:22:59 2021	1625516579	0	1282	1282	1281
Mon Jul 05 21:23:08 2021	1625516588	0	1282	1282	1276
Mon Jul 05 21:22:57 2021	1625516577	0	1282	1282	1282
Mon Jul 05 21:22:58 2021	1625516578	0	1282	1282	1281
Mon Jul 05 21:22:48 2021	1625516568	0	1282	1282	1282
Mon Jul 05 21:23:05 2021	1625516585	0	1282	1283	1282
Mon Jul 05 21:23:01 2021	1625516581	0	1283	1283	1282
Mon Jul 05 21:22:48 2021	1625516568	0	1283	1283	1282
Mon Jul 05 21:22:49 2021	1625516569	0	1283	1283	1283
Mon Jul 05 21:23:04 2021	1625516584	0	1283	1283	1283
Mon Jul 05 21:23:06 2021	1625516586	0	1283	1284	1283
Mon Jul 05 21:22:59 2021	1625516579	0	1284	1284	1283
Mon Jul 05 21:23:06 2021	1625516586	0	1284	1284	1283
Mon Jul 05 21:22:58 2021	1625516578	0	1284	1284	1283
Mon Jul 05 21:22:58 2021	1625516578	0	1284	1284	1283
Mon Jul 05 21:22:58 2021	1625516578	0	1284	1284	1283
Mon Jul 05 21:23:02 2021	1625516582	0	1284	1284	1284
Mon Jul 05 21:22:59 2021	1625516579	0	1284	1284	1284
Mon Jul 05 21:22:55 2021	1625516575	0	1284	1284	1283
Mon Jul 05 21:22:56 2021	1625516576	0	1284	1284	1284
Mon Jul 05 21:23:08 2021	1625516588	1	1285	1285	1284
Mon Jul 05 21:23:02 2021	1625516582	0	1285	1285	1285
Mon Jul 05 21:22:44 2021	1625516564	2	1284	1285	1283
Mon Jul 05 21:22:48 2021	1625516568	0	1286	1286	1285
Mon Jul 05 21:23:08 2021	1625516588	0	1286	1286	1285
Mon Jul 05 21:23:05 2021	1625516585	0	1286	1287	1286
Mon Jul 05 21:23:02 2021	1625516582	0	1287	1287	1286
Mon Jul 05 21:22:58 2021	1625516578	0	1287	1287	1286
Mon Jul 05 21:22:56 2021	1625516576	0	1287	1287	1286
Mon Jul 05 21:23:05 2021	1625516585	0	1287	1287	1286
Mon Jul 05 21:22:58 2021	1625516578	0	1287	1287	1286
Mon Jul 05 21:23:04 2021	1625516584	0	1287	1287	1287
Mon Jul 05 21:23:03 2021	1625516583	0	1288	1288	1287
Mon Jul 05 21:22:48 2021	1625516568	0	1288	1288	1287
Mon Jul 05 21:23:03 2021	1625516583	0	1288	1288	1287
Mon Jul 05 21:22:55 2021	1625516575	0	1288	1288	1287
Mon Jul 05 21:22:49 2021	1625516569	0	1288	1288	1288
Mon Jul 05 21:23:04 2021	1625516584	0	1288	1288	1288
Mon Jul 05 21:22:57 2021	1625516577	0	1288	1288	1288
Mon Jul 05 21:22:59 2021	1625516579	0	1289	1289	1288
Mon Jul 05 21:22:54 2021	1625516574	0	1289	1289	1289
Mon Jul 05 21:22:48 2021	1625516568	0	1289	1289	1288
Mon Jul 05 21:22:58 2021	1625516578	0	1289	1289	1289
Mon Jul 05 21:22:54 2021	1625516574	0	1289	1289	1289
Mon Jul 05 21:22:57 2021	1625516577	0	1289	1289	1289
Mon Jul 05 21:22:48 2021	1625516568	0	1289	1290	1289
Mon Jul 05 21:22:58 2021	1625516578	0	1290	1290	1289
Mon Jul 05 21:23:01 2021	1625516581	0	1290	1290	1289
Mon Jul 05 21:23:05 2021	1625516585	0	1290	1291	1290
Mon Jul 05 21:23:06 2021	1625516586	0	1290	1291	1290
Mon Jul 05 21:23:01 2021	1625516581	0	1290	1291	1286
Mon Jul 05 21:22:51 2021	1625516571	0	1291	1291	1290
Mon Jul 05 21:22:55 2021	1625516575	0	1291	1291	1290
Mon Jul 05 21:23:03 2021	1625516583	0	1291	1291	1290
Mon Jul 05 21:22:48 2021	1625516568	0	1291	1292	1291
Mon Jul 05 21:22:57 2021	1625516577	0	1292	1292	1292
Mon Jul 05 21:23:07 2021	1625516587	0	1292	1292	1291
Mon Jul 05 21:23:08 2021	1625516588	0	1292	1292	1292
Mon Jul 05 21:23:08 2021	1625516588	0	1293	1293	1292
Mon Jul 05 21:22:47 2021	1625516567	0	1293	1293	1292
Mon Jul 05 21:23:00 2021	1625516580	0	1293	1293	1293
Mon Jul 05 21:22:48 2021	1625516568	0	1293	1293	1293
Mon Jul 05 21:23:03 2021	1625516583	0	1293	1294	1293
Mon Jul 05 21:22:48 2021	1625516568	0	1294	1294	1293
Mon Jul 05 21:22:58 2021	1625516578	0	1294	1294	1294
Mon Jul 05 21:23:03 2021	1625516583	0	1294	1294	1293
Mon Jul 05 21:23:05 2021	1625516585	0	1294	1294	1294
Mon Jul 05 21:22:48 2021	1625516568	0	1294	1295	1294
Mon Jul 05 21:23:09 2021	1625516589	0	1295	1295	1294
Mon Jul 05 21:23:07 2021	1625516587	0	1295	1295	1295
Mon Jul 05 21:23:03 2021	1625516583	0	1296	1296	1295
Mon Jul 05 21:22:45 2021	1625516565	0	1296	1296	1295
Mon Jul 05 21:23:02 2021	1625516582	0	1296	1297	1296
Mon Jul 05 21:22:56 2021	1625516576	0	1297	1297	1297
Mon Jul 05 21:23:06 2021	1625516586	0	1297	1297	1296
Mon Jul 05 21:22:48 2021	1625516568	0	1297	1297	1297
Mon Jul 05 21:23:07 2021	1625516587	0	1297	1298	1297
Mon Jul 05 21:23:02 2021	1625516582	0	1298	1298	1297
Mon Jul 05 21:22:55 2021	1625516575	0	1297	1298	1297
Mon Jul 05 21:23:04 2021	1625516584	0	1298	1298	1297
Mon Jul 05 21:22:48 2021	1625516568	0	1298	1298	1297
Mon Jul 05 21:23:03 2021	1625516583	0	1298	1298	1297
Mon Jul 05 21:23:03 2021	1625516583	0	1298	1298	1297
Mon Jul 05 21:23:01 2021	1625516581	0	1298	1298	1298
Mon Jul 05 21:23:01 2021	1625516581	0	1298	1298	1298
Mon Jul 05 21:22:52 2021	1625516572	0	1298	1298	1298
Mon Jul 05 21:23:08 2021	1625516588	0	1299	1299	1298
Mon Jul 05 21:23:05 2021	1625516585	0	1299	1299	1298
Mon Jul 05 21:23:05 2021	1625516585	0	1299	1299	1298
Mon Jul 05 21:22:49 2021	1625516569	0	1299	1299	1299
Mon Jul 05 21:22:54 2021	1625516574	0	1300	1300	1296
Mon Jul 05 21:22:48 2021	1625516568	0	1300	1300	1300
Mon Jul 05 21:23:02 2021	1625516582	0	1300	1300	1300
Mon Jul 05 21:22:58 2021	1625516578	0	1301	1301	1301
Mon Jul 05 21:23:03 2021	1625516583	0	1301	1301	1300
Mon Jul 05 21:23:08 2021	1625516588	0	1302	1302	1301
Mon Jul 05 21:22:48 2021	1625516568	0	1302	1302	1302
Mon Jul 05 21:22:48 2021	1625516568	0	1302	1303	1301
Mon Jul 05 21:22:48 2021	1625516568	0	1303	1303	1302
Mon Jul 05 21:23:05 2021	1625516585	0	1303	1303	1303
Mon Jul 05 21:23:04 2021	1625516584	0	1304	1304	1303
Mon Jul 05 21:22:59 2021	1625516579	0	1304	1304	1303
Mon Jul 05 21:22:56 2021	1625516576	0	1304	1304	1303
Mon Jul 05 21:22:48 2021	1625516568	0	1304	1305	1304
Mon Jul 05 21:23:07 2021	1625516587	0	1305	1305	1304
Mon Jul 05 21:22:49 2021	1625516569	0	1305	1305	1305
Mon Jul 05 21:22:54 2021	1625516574	0	1306	1306	1306
Mon Jul 05 21:23:01 2021	1625516581	0	1306	1306	1305
Mon Jul 05 21:22:44 2021	1625516564	2	1306	1307	1305
Mon Jul 05 21:22:59 2021	1625516579	0	1308	1308	1307
Mon Jul 05 21:23:03 2021	1625516583	0	1308	1308	1307
Mon Jul 05 21:23:00 2021	1625516580	1	1308	1309	1307
Mon Jul 05 21:22:54 2021	1625516574	0	1308	1309	1308
Mon Jul 05 21:22:54 2021	1625516574	0	1309	1309	1309
Mon Jul 05 21:22:54 2021	1625516574	0	1310	1310	1309
Mon Jul 05 21:23:01 2021	1625516581	1	1309	1310	1309
Mon Jul 05 21:23:04 2021	1625516584	0	1310	1310	1310
Mon Jul 05 21:23:08 2021	1625516588	0	1311	1311	1310
Mon Jul 05 21:22:57 2021	1625516577	0	1311	1312	1311
Mon Jul 05 21:23:03 2021	1625516583	0	1312	1312	1312
Mon Jul 05 21:23:08 2021	1625516588	1	1311	1312	1311
Mon Jul 05 21:22:48 2021	1625516568	0	1313	1313	1313
Mon Jul 05 21:23:03 2021	1625516583	0	1313	1313	1313
Mon Jul 05 21:23:04 2021	1625516584	0	1313	1313	1313
Mon Jul 05 21:23:07 2021	1625516587	0	1314	1314	1314
Mon Jul 05 21:23:08 2021	1625516588	0	1315	1315	1314
Mon Jul 05 21:22:56 2021	1625516576	0	1315	1315	1314
Mon Jul 05 21:22:54 2021	1625516574	0	1316	1316	1315
Mon Jul 05 21:23:07 2021	1625516587	0	1316	1316	1315
Mon Jul 05 21:22:57 2021	1625516577	0	1316	1316	1315
Mon Jul 05 21:22:54 2021	1625516574	0	1316	1316	1315
Mon Jul 05 21:22:48 2021	1625516568	0	1316	1316	1316
Mon Jul 05 21:22:59 2021	1625516579	0	1316	1317	1316
