starttime	seconds	ctime	dtime	ttime	wait
Mon Jul 05 21:21:09 2021	1625516469	0	1210	1210	1209
Mon Jul 05 21:20:48 2021	1625516448	0	1210	1210	1209
Mon Jul 05 21:20:57 2021	1625516457	0	1210	1210	1210
Mon Jul 05 21:20:52 2021	1625516452	0	1210	1211	1210
Mon Jul 05 21:20:58 2021	1625516458	0	1211	1211	1210
Mon Jul 05 21:20:52 2021	1625516452	0	1211	1211	1210
Mon Jul 05 21:20:53 2021	1625516453	0	1211	1211	1210
Mon Jul 05 21:21:00 2021	1625516460	0	1211	1211	1211
Mon Jul 05 21:21:01 2021	1625516461	0	1212	1212	1211
Mon Jul 05 21:20:46 2021	1625516446	0	1212	1212	1211
Mon Jul 05 21:20:54 2021	1625516454	0	1212	1212	1211
Mon Jul 05 21:20:46 2021	1625516446	0	1212	1212	1212
Mon Jul 05 21:20:59 2021	1625516459	0	1212	1212	1212
Mon Jul 05 21:20:53 2021	1625516453	0	1213	1213	1212
Mon Jul 05 21:20:46 2021	1625516446	0	1213	1213	1212
Mon Jul 05 21:20:59 2021	1625516459	0	1213	1213	1212
Mon Jul 05 21:21:00 2021	1625516460	0	1213	1213	1212
Mon Jul 05 21:20:56 2021	1625516456	0	1213	1213	1213
Mon Jul 05 21:20:59 2021	1625516459	0	1213	1213	1212
Mon Jul 05 21:20:58 2021	1625516458	0	1213	1213	1213
Mon Jul 05 21:20:48 2021	1625516448	0	1214	1214	1213
Mon Jul 05 21:21:02 2021	1625516462	0	1214	1214	1214
Mon Jul 05 21:20:58 2021	1625516458	0	1214	1215	1214
Mon Jul 05 21:20:59 2021	1625516459	0	1215	1215	1214
Mon Jul 05 21:20:57 2021	1625516457	0	1215	1215	1215
Mon Jul 05 21:20:57 2021	1625516457	0	1215	1216	1215
Mon Jul 05 21:20:48 2021	1625516448	0	1215	1216	1215
Mon Jul 05 21:21:09 2021	1625516469	0	1215	1216	1214
Mon Jul 05 21:20:58 2021	1625516458	0	1216	1216	1215
Mon Jul 05 21:20:48 2021	1625516448	0	1216	1216	1214
Mon Jul 05 21:20:59 2021	1625516459	0	1216	1216	1215
Mon Jul 05 21:20:58 2021	1625516458	0	1216	1216	1216
Mon Jul 05 21:20:59 2021	1625516459	0	1216	1216	1216
Mon Jul 05 21:20:54 2021	1625516454	0	1216	1216	1216
Mon Jul 05 21:20:59 2021	1625516459	0	1216	1216	1216
Mon Jul 05 21:21:00 2021	1625516460	0	1218	1218	1217
Mon Jul 05 21:20:59 2021	1625516459	0	1218	1218	1218
Mon Jul 05 21:20:55 2021	1625516455	0	1218	1218	1218
Mon Jul 05 21:20:55 2021	1625516455	0	1218	1218	1218
Mon Jul 05 21:20:56 2021	1625516456	0	1218	1218	1218
Mon Jul 05 21:20:59 2021	1625516459	0	1218	1218	1218
Mon Jul 05 21:20:54 2021	1625516454	0	1218	1219	1218
Mon Jul 05 21:20:46 2021	1625516446	0	1218	1219	1218
Mon Jul 05 21:21:02 2021	1625516462	0	1218	1219	1218
Mon Jul 05 21:20:57 2021	1625516457	0	1219	1219	1218
Mon Jul 05 21:20:48 2021	1625516448	0	1219	1219	1218
Mon Jul 05 21:21:02 2021	1625516462	0	1219	1219	1218
Mon Jul 05 21:20:56 2021	1625516456	0	1219	1219	1218
Mon Jul 05 21:20:54 2021	1625516454	0	1219	1219	1218
Mon Jul 05 21:20:59 2021	1625516459	0	1219	1219	1219
Mon Jul 05 21:20:58 2021	1625516458	0	1219	1219	1219
Mon Jul 05 21:20:52 2021	1625516452	0	1219	1219	1219
Mon Jul 05 21:20:57 2021	1625516457	0	1219	1220	1219
Mon Jul 05 21:20:57 2021	1625516457	0	1220	1220	1220
Mon Jul 05 21:21:09 2021	1625516469	0	1220	1220	1219
Mon Jul 05 21:20:56 2021	1625516456	0	1220	1220	1220
Mon Jul 05 21:20:54 2021	1625516454	1	1219	1220	1219
Mon Jul 05 21:20:46 2021	1625516446	0	1220	1220	1220
Mon Jul 05 21:20:48 2021	1625516448	0	1220	1221	1220
Mon Jul 05 21:20:56 2021	1625516456	0	1220	1221	1220
Mon Jul 05 21:21:09 2021	1625516469	0	1220	1221	1220
Mon Jul 05 21:20:49 2021	1625516449	0	1221	1221	1220
Mon Jul 05 21:20:45 2021	1625516445	0	1221	1221	1220
Mon Jul 05 21:20:53 2021	1625516453	0	1221	1221	1220
Mon Jul 05 21:21:02 2021	1625516462	0	1221	1221	1221
Mon Jul 05 21:20:55 2021	1625516455	0	1221	1221	1221
Mon Jul 05 21:20:58 2021	1625516458	0	1221	1221	1221
Mon Jul 05 21:20:49 2021	1625516449	0	1221	1221	1221
Mon Jul 05 21:20:55 2021	1625516455	0	1221	1222	1221
Mon Jul 05 21:20:55 2021	1625516455	0	1221	1222	1221
Mon Jul 05 21:20:48 2021	1625516448	0	1222	1222	1221
Mon Jul 05 21:21:09 2021	1625516469	0	1222	1222	1221
Mon Jul 05 21:20:53 2021	1625516453	0	1222	1222	1221
Mon Jul 05 21:20:49 2021	1625516449	0	1222	1222	1222
Mon Jul 05 21:20:55 2021	1625516455	0	1222	1222	1221
Mon Jul 05 21:20:55 2021	1625516455	0	1222	1222	1222
Mon Jul 05 21:21:01 2021	1625516461	0	1223	1223	1222
Mon Jul 05 21:21:01 2021	1625516461	0	1223	1223	1222
Mon Jul 05 21:21:02 2021	1625516462	0	1223	1223	1223
Mon Jul 05 21:20:58 2021	1625516458	0	1223	1223	1223
Mon Jul 05 21:20:47 2021	1625516447	0	1223	1223	1223
Mon Jul 05 21:20:58 2021	1625516458	0	1223	1223	1223
Mon Jul 05 21:20:58 2021	1625516458	0	1223	1223	1223
Mon Jul 05 21:20:58 2021	1625516458	0	1223	1223	1223
Mon Jul 05 21:21:06 2021	1625516466	0	1223	1224	1223
Mon Jul 05 21:21:02 2021	1625516462	0	1224	1224	1223
Mon Jul 05 21:21:09 2021	1625516469	0	1224	1224	1223
Mon Jul 05 21:20:55 2021	1625516455	0	1225	1225	1224
Mon Jul 05 21:20:57 2021	1625516457	0	1225	1225	1224
Mon Jul 05 21:20:57 2021	1625516457	0	1225	1225	1224
Mon Jul 05 21:20:55 2021	1625516455	0	1225	1225	1224
Mon Jul 05 21:20:59 2021	1625516459	0	1225	1226	1224
Mon Jul 05 21:20:51 2021	1625516451	0	1226	1226	1225
Mon Jul 05 21:20:52 2021	1625516452	0	1225	1226	1225
Mon Jul 05 21:21:00 2021	1625516460	0	1226	1226	1225
Mon Jul 05 21:20:52 2021	1625516452	0	1226	1226	1226
Mon Jul 05 21:20:52 2021	1625516452	0	1227	1227	1227
Mon Jul 05 21:20:54 2021	1625516454	0	1227	1227	1227
Mon Jul 05 21:20:49 2021	1625516449	0	1227	1227	1227
Mon Jul 05 21:20:52 2021	1625516452	0	1227	1228	1227
Mon Jul 05 21:21:02 2021	1625516462	0	1227	1228	1227
Mon Jul 05 21:20:58 2021	1625516458	0	1228	1228	1227
Mon Jul 05 21:20:51 2021	1625516451	0	1228	1228	1227
Mon Jul 05 21:20:53 2021	1625516453	0	1228	1228	1228
Mon Jul 05 21:20:48 2021	1625516448	0	1228	1228	1227
Mon Jul 05 21:21:02 2021	1625516462	0	1228	1228	1228
Mon Jul 05 21:20:47 2021	1625516447	0	1228	1228	1228
Mon Jul 05 21:20:51 2021	1625516451	0	1229	1229	1228
Mon Jul 05 21:20:53 2021	1625516453	0	1229	1229	1228
Mon Jul 05 21:21:05 2021	1625516465	0	1229	1229	1228
Mon Jul 05 21:21:02 2021	1625516462	0	1229	1229	1228
Mon Jul 05 21:20:58 2021	1625516458	0	1229	1229	1229
Mon Jul 05 21:20:47 2021	1625516447	0	1229	1229	1228
Mon Jul 05 21:20:56 2021	1625516456	0	1230	1230	1229
Mon Jul 05 21:21:02 2021	1625516462	0	1230	1230	1229
Mon Jul 05 21:20:53 2021	1625516453	0	1230	1230	1230
Mon Jul 05 21:21:09 2021	1625516469	0	1230	1230	1229
Mon Jul 05 21:21:09 2021	1625516469	0	1230	1231	1229
Mon Jul 05 21:20:54 2021	1625516454	0	1231	1231	1230
Mon Jul 05 21:20:55 2021	1625516455	0	1231	1231	1231
Mon Jul 05 21:20:59 2021	1625516459	0	1231	1231	1231
Mon Jul 05 21:21:06 2021	1625516466	0	1231	1232	1231
Mon Jul 05 21:20:51 2021	1625516451	0	1232	1232	1231
Mon Jul 05 21:20:53 2021	1625516453	0	1233	1233	1232
Mon Jul 05 21:20:45 2021	1625516445	0	1233	1233	1232
Mon Jul 05 21:20:56 2021	1625516456	0	1233	1233	1232
Mon Jul 05 21:20:58 2021	1625516458	0	1233	1233	1233
Mon Jul 05 21:20:46 2021	1625516446	0	1233	1233	1231
Mon Jul 05 21:20:52 2021	1625516452	0	1233	1233	1233
Mon Jul 05 21:20:50 2021	1625516450	0	1233	1233	1232
Mon Jul 05 21:20:47 2021	1625516447	0	1233	1233	1233
Mon Jul 05 21:21:02 2021	1625516462	0	1233	1233	1233
Mon Jul 05 21:21:01 2021	1625516461	0	1233	1233	1233
Mon Jul 05 21:20:59 2021	1625516459	0	1233	1233	1233
Mon Jul 05 21:20:49 2021	1625516449	0	1234	1234	1233
Mon Jul 05 21:20:58 2021	1625516458	0	1234	1234	1234
Mon Jul 05 21:21:06 2021	1625516466	0	1234	1234	1234
Mon Jul 05 21:20:52 2021	1625516452	0	1234	1234	1207
Mon Jul 05 21:20:46 2021	1625516446	0	1234	1234	1234
Mon Jul 05 21:20:55 2021	1625516455	0	1234	1234	1234
Mon Jul 05 21:20:47 2021	1625516447	0	1234	1235	1233
Mon Jul 05 21:20:52 2021	1625516452	0	1235	1235	1234
Mon Jul 05 21:20:58 2021	1625516458	0	1235	1235	1235
Mon Jul 05 21:20:54 2021	1625516454	0	1235	1235	1234
Mon Jul 05 21:20:47 2021	1625516447	0	1235	1235	1235
Mon Jul 05 21:20:52 2021	1625516452	0	1235	1236	1235
Mon Jul 05 21:20:49 2021	1625516449	0	1236	1236	1235
Mon Jul 05 21:20:49 2021	1625516449	0	1236	1236	1235
Mon Jul 05 21:20:56 2021	1625516456	0	1236	1236	1235
Mon Jul 05 21:20:56 2021	1625516456	0	1236	1236	1235
Mon Jul 05 21:20:49 2021	1625516449	0	1236	1236	1236
Mon Jul 05 21:20:54 2021	1625516454	0	1236	1236	1236
Mon Jul 05 21:20:52 2021	1625516452	0	1236	1236	1236
Mon Jul 05 21:20:54 2021	1625516454	0	1237	1237	1236
Mon Jul 05 21:21:01 2021	1625516461	0	1237	1237	1236
Mon Jul 05 21:20:55 2021	1625516455	0	1238	1238	1237
Mon Jul 05 21:20:56 2021	1625516456	0	1238	1238	1237
Mon Jul 05 21:20:59 2021	1625516459	0	1238	1238	1237
Mon Jul 05 21:20:59 2021	1625516459	0	1238	1238	1236
Mon Jul 05 21:20:59 2021	1625516459	0	1238	1238	1237
Mon Jul 05 21:20:56 2021	1625516456	0	1238	1238	1238
Mon Jul 05 21:21:02 2021	1625516462	0	1239	1239	1238
Mon Jul 05 21:20:48 2021	1625516448	0	1239	1239	1238
Mon Jul 05 21:21:02 2021	1625516462	0	1239	1239	1238
Mon Jul 05 21:20:54 2021	1625516454	0	1239	1239	1238
Mon Jul 05 21:20:56 2021	1625516456	0	1239	1239	1238
Mon Jul 05 21:20:46 2021	1625516446	0	1239	1239	1239
Mon Jul 05 21:20:59 2021	1625516459	0	1239	1239	1238
Mon Jul 05 21:21:08 2021	1625516468	0	1239	1239	1239
Mon Jul 05 21:20:49 2021	1625516449	0	1239	1239	1239
Mon Jul 05 21:20:53 2021	1625516453	0	1239	1239	1239
Mon Jul 05 21:20:45 2021	1625516445	0	1239	1240	1239
Mon Jul 05 21:21:08 2021	1625516468	0	1240	1240	1239
Mon Jul 05 21:20:52 2021	1625516452	0	1240	1240	1240
Mon Jul 05 21:20:51 2021	1625516451	0	1241	1241	1240
Mon Jul 05 21:20:48 2021	1625516448	0	1241	1241	1241
Mon Jul 05 21:20:59 2021	1625516459	0	1241	1241	1241
Mon Jul 05 21:20:53 2021	1625516453	0	1241	1241	1241
Mon Jul 05 21:20:49 2021	1625516449	0	1242	1242	1241
Mon Jul 05 21:20:48 2021	1625516448	0	1242	1242	1241
Mon Jul 05 21:20:58 2021	1625516458	0	1242	1242	1242
Mon Jul 05 21:20:54 2021	1625516454	0	1242	1242	1242
Mon Jul 05 21:21:02 2021	1625516462	0	1242	1243	1242
Mon Jul 05 21:21:01 2021	1625516461	0	1242	1243	1242
Mon Jul 05 21:21:02 2021	1625516462	0	1243	1243	1243
Mon Jul 05 21:21:01 2021	1625516461	0	1243	1244	1243
Mon Jul 05 21:20:52 2021	1625516452	0	1244	1244	1243
Mon Jul 05 21:20:51 2021	1625516451	0	1244	1244	1244
Mon Jul 05 21:20:59 2021	1625516459	0	1244	1244	1243
Mon Jul 05 21:20:52 2021	1625516452	0	1244	1244	1244
Mon Jul 05 21:20:48 2021	1625516448	0	1244	1245	1244
Mon Jul 05 21:20:53 2021	1625516453	0	1244	1245	1244
Mon Jul 05 21:21:02 2021	1625516462	0	1245	1245	1244
Mon Jul 05 21:20:54 2021	1625516454	0	1245	1245	1244
Mon Jul 05 21:20:57 2021	1625516457	0	1245	1246	1245
Mon Jul 05 21:20:58 2021	1625516458	0	1246	1246	1245
Mon Jul 05 21:20:48 2021	1625516448	1	1245	1246	1244
Mon Jul 05 21:20:45 2021	1625516445	0	1246	1246	1245
Mon Jul 05 21:21:09 2021	1625516469	0	1246	1246	1246
Mon Jul 05 21:21:08 2021	1625516468	0	1246	1246	1246
Mon Jul 05 21:20:59 2021	1625516459	0	1246	1246	1246
Mon Jul 05 21:20:59 2021	1625516459	0	1247	1247	1244
Mon Jul 05 21:20:59 2021	1625516459	0	1247	1247	1247
Mon Jul 05 21:20:46 2021	1625516446	0	1247	1247	1247
Mon Jul 05 21:20:58 2021	1625516458	0	1247	1248	1247
Mon Jul 05 21:21:02 2021	1625516462	0	1248	1248	1247
Mon Jul 05 21:20:56 2021	1625516456	0	1248	1248	1248
Mon Jul 05 21:20:55 2021	1625516455	0	1248	1248	1248
Mon Jul 05 21:21:03 2021	1625516463	0	1248	1248	1248
Mon Jul 05 21:20:52 2021	1625516452	0	1248	1249	1248
Mon Jul 05 21:20:56 2021	1625516456	0	1248	1249	1248
Mon Jul 05 21:21:05 2021	1625516465	0	1249	1249	1248
Mon Jul 05 21:20:47 2021	1625516447	0	1249	1249	1248
Mon Jul 05 21:20:59 2021	1625516459	0	1249	1249	1249
Mon Jul 05 21:20:51 2021	1625516451	0	1249	1249	1249
Mon Jul 05 21:20:47 2021	1625516447	0	1249	1250	1249
Mon Jul 05 21:21:02 2021	1625516462	0	1249	1250	1249
Mon Jul 05 21:20:56 2021	1625516456	0	1250	1250	1249
Mon Jul 05 21:20:48 2021	1625516448	1	1249	1250	1249
Mon Jul 05 21:20:46 2021	1625516446	0	1250	1250	1249
Mon Jul 05 21:21:02 2021	1625516462	0	1250	1250	1250
Mon Jul 05 21:20:54 2021	1625516454	0	1250	1251	1250
Mon Jul 05 21:20:54 2021	1625516454	0	1251	1251	1250
Mon Jul 05 21:20:56 2021	1625516456	0	1251	1251	1250
Mon Jul 05 21:20:51 2021	1625516451	0	1251	1251	1250
Mon Jul 05 21:20:53 2021	1625516453	0	1251	1251	1250
Mon Jul 05 21:20:52 2021	1625516452	0	1251	1251	1249
Mon Jul 05 21:20:47 2021	1625516447	0	1251	1251	1251
Mon Jul 05 21:20:58 2021	1625516458	0	1251	1251	1251
Mon Jul 05 21:20:59 2021	1625516459	0	1251	1251	1250
Mon Jul 05 21:20:55 2021	1625516455	0	1251	1251	1251
Mon Jul 05 21:21:08 2021	1625516468	0	1251	1251	1251
Mon Jul 05 21:20:46 2021	1625516446	0	1252	1252	1251
Mon Jul 05 21:20:54 2021	1625516454	0	1252	1252	1251
Mon Jul 05 21:21:01 2021	1625516461	0	1252	1253	1252
Mon Jul 05 21:20:48 2021	1625516448	0	1252	1253	1252
Mon Jul 05 21:20:59 2021	1625516459	0	1253	1253	1252
Mon Jul 05 21:20:59 2021	1625516459	0	1253	1253	1252
Mon Jul 05 21:20:59 2021	1625516459	0	1253	1253	1252
Mon Jul 05 21:20:51 2021	1625516451	0	1253	1253	1252
Mon Jul 05 21:21:00 2021	1625516460	0	1253	1253	1252
Mon Jul 05 21:20:48 2021	1625516448	0	1253	1253	1253
Mon Jul 05 21:20:47 2021	1625516447	0	1253	1253	1253
Mon Jul 05 21:20:48 2021	1625516448	0	1253	1253	1253
Mon Jul 05 21:20:52 2021	1625516452	0	1253	1253	1253
Mon Jul 05 21:20:54 2021	1625516454	0	1253	1254	1253
Mon Jul 05 21:20:52 2021	1625516452	0	1253	1254	1253
Mon Jul 05 21:21:06 2021	1625516466	0	1253	1254	1253
Mon Jul 05 21:21:00 2021	1625516460	0	1254	1254	1253
Mon Jul 05 21:20:58 2021	1625516458	0	1254	1254	1253
Mon Jul 05 21:20:53 2021	1625516453	0	1254	1254	1253
Mon Jul 05 21:20:57 2021	1625516457	0	1254	1254	1253
Mon Jul 05 21:21:01 2021	1625516461	0	1254	1254	1253
Mon Jul 05 21:20:54 2021	1625516454	0	1254	1254	1253
Mon Jul 05 21:20:57 2021	1625516457	0	1254	1254	1253
Mon Jul 05 21:20:48 2021	1625516448	0	1254	1254	1253
Mon Jul 05 21:20:52 2021	1625516452	0	1254	1255	1254
Mon Jul 05 21:20:53 2021	1625516453	0	1254	1255	1254
Mon Jul 05 21:20:48 2021	1625516448	0	1255	1255	1254
Mon Jul 05 21:20:46 2021	1625516446	0	1255	1255	1254
Mon Jul 05 21:21:09 2021	1625516469	1	1255	1255	1254
Mon Jul 05 21:21:02 2021	1625516462	0	1255	1255	1255
Mon Jul 05 21:20:47 2021	1625516447	0	1255	1255	1255
Mon Jul 05 21:20:57 2021	1625516457	0	1255	1255	1253
Mon Jul 05 21:20:51 2021	1625516451	0	1255	1255	1255
Mon Jul 05 21:21:06 2021	1625516466	0	1256	1256	1255
Mon Jul 05 21:20:54 2021	1625516454	0	1256	1256	1255
Mon Jul 05 21:20:49 2021	1625516449	0	1256	1256	1255
Mon Jul 05 21:21:02 2021	1625516462	0	1256	1256	1255
Mon Jul 05 21:21:00 2021	1625516460	0	1256	1256	1255
Mon Jul 05 21:20:48 2021	1625516448	0	1257	1257	1256
Mon Jul 05 21:20:51 2021	1625516451	0	1256	1257	1256
Mon Jul 05 21:20:52 2021	1625516452	0	1257	1257	1257
Mon Jul 05 21:20:52 2021	1625516452	0	1257	1257	1257
Mon Jul 05 21:21:01 2021	1625516461	0	1257	1257	1257
Mon Jul 05 21:20:52 2021	1625516452	0	1257	1257	1257
Mon Jul 05 21:20:51 2021	1625516451	0	1257	1258	1257
Mon Jul 05 21:20:57 2021	1625516457	0	1258	1258	1257
Mon Jul 05 21:20:56 2021	1625516456	0	1258	1258	1257
Mon Jul 05 21:20:57 2021	1625516457	0	1258	1258	1258
Mon Jul 05 21:20:54 2021	1625516454	0	1258	1259	1258
Mon Jul 05 21:20:50 2021	1625516450	0	1258	1259	1258
Mon Jul 05 21:20:55 2021	1625516455	0	1259	1259	1257
Mon Jul 05 21:20:54 2021	1625516454	0	1259	1259	1258
Mon Jul 05 21:20:45 2021	1625516445	0	1259	1259	1258
Mon Jul 05 21:20:47 2021	1625516447	0	1259	1259	1258
Mon Jul 05 21:20:54 2021	1625516454	0	1259	1259	1258
Mon Jul 05 21:20:54 2021	1625516454	0	1259	1259	1258
Mon Jul 05 21:21:01 2021	1625516461	0	1259	1259	1258
Mon Jul 05 21:20:57 2021	1625516457	0	1259	1259	1258
Mon Jul 05 21:20:59 2021	1625516459	0	1259	1259	1258
Mon Jul 05 21:21:03 2021	1625516463	0	1259	1259	1258
Mon Jul 05 21:20:48 2021	1625516448	0	1259	1259	1259
Mon Jul 05 21:20:48 2021	1625516448	0	1259	1259	1259
Mon Jul 05 21:20:51 2021	1625516451	0	1259	1259	1259
Mon Jul 05 21:20:57 2021	1625516457	0	1259	1259	1259
Mon Jul 05 21:20:54 2021	1625516454	0	1260	1260	1259
Mon Jul 05 21:20:48 2021	1625516448	0	1260	1260	1259
Mon Jul 05 21:21:06 2021	1625516466	0	1260	1260	1260
Mon Jul 05 21:21:00 2021	1625516460	0	1260	1260	1260
Mon Jul 05 21:20:54 2021	1625516454	0	1260	1261	1260
Mon Jul 05 21:21:06 2021	1625516466	0	1261	1261	1260
Mon Jul 05 21:21:01 2021	1625516461	0	1261	1261	1260
Mon Jul 05 21:21:01 2021	1625516461	0	1261	1261	1260
Mon Jul 05 21:20:58 2021	1625516458	0	1261	1261	1260
Mon Jul 05 21:21:05 2021	1625516465	0	1261	1262	1261
Mon Jul 05 21:20:53 2021	1625516453	0	1262	1262	1261
Mon Jul 05 21:20:47 2021	1625516447	0	1262	1262	1261
Mon Jul 05 21:20:58 2021	1625516458	0	1262	1262	1262
Mon Jul 05 21:21:02 2021	1625516462	0	1262	1262	1262
Mon Jul 05 21:20:56 2021	1625516456	0	1262	1262	1262
Mon Jul 05 21:21:00 2021	1625516460	0	1262	1262	1262
Mon Jul 05 21:20:58 2021	1625516458	0	1262	1262	1262
Mon Jul 05 21:20:53 2021	1625516453	0	1262	1262	1262
Mon Jul 05 21:20:59 2021	1625516459	0	1262	1262	1262
Mon Jul 05 21:21:01 2021	1625516461	0	1263	1263	1262
Mon Jul 05 21:20:52 2021	1625516452	0	1263	1263	1262
Mon Jul 05 21:21:01 2021	1625516461	0	1263	1263	1263
Mon Jul 05 21:21:01 2021	1625516461	0	1263	1263	1262
Mon Jul 05 21:20:49 2021	1625516449	0	1263	1264	1263
Mon Jul 05 21:20:53 2021	1625516453	0	1264	1264	1263
Mon Jul 05 21:20:54 2021	1625516454	0	1264	1264	1263
Mon Jul 05 21:20:46 2021	1625516446	0	1263	1264	1263
Mon Jul 05 21:20:46 2021	1625516446	0	1264	1264	1264
Mon Jul 05 21:20:54 2021	1625516454	0	1264	1264	1264
Mon Jul 05 21:20:56 2021	1625516456	0	1264	1264	1264
Mon Jul 05 21:20:52 2021	1625516452	0	1264	1264	1264
Mon Jul 05 21:20:48 2021	1625516448	0	1264	1264	1264
Mon Jul 05 21:20:53 2021	1625516453	0	1265	1265	1264
Mon Jul 05 21:21:05 2021	1625516465	0	1265	1265	1264
Mon Jul 05 21:21:06 2021	1625516466	0	1265	1265	1264
Mon Jul 05 21:20:57 2021	1625516457	0	1265	1265	1265
Mon Jul 05 21:20:47 2021	1625516447	0	1265	1265	1265
Mon Jul 05 21:20:56 2021	1625516456	0	1265	1265	1265
Mon Jul 05 21:20:48 2021	1625516448	1	1265	1266	1264
Mon Jul 05 21:20:54 2021	1625516454	0	1266	1266	1265
Mon Jul 05 21:20:51 2021	1625516451	0	1266	1266	1265
Mon Jul 05 21:20:53 2021	1625516453	0	1266	1266	1265
Mon Jul 05 21:20:53 2021	1625516453	0	1266	1266	1266
Mon Jul 05 21:20:50 2021	1625516450	0	1266	1266	1266
Mon Jul 05 21:20:52 2021	1625516452	0	1266	1266	1266
Mon Jul 05 21:21:01 2021	1625516461	0	1266	1266	1266
Mon Jul 05 21:20:47 2021	1625516447	0	1267	1267	1266
Mon Jul 05 21:20:56 2021	1625516456	0	1267	1267	1266
Mon Jul 05 21:21:02 2021	1625516462	0	1267	1267	1266
Mon Jul 05 21:21:01 2021	1625516461	0	1267	1268	1267
Mon Jul 05 21:20:46 2021	1625516446	1	1267	1268	1266
Mon Jul 05 21:21:02 2021	1625516462	0	1268	1268	1267
Mon Jul 05 21:20:53 2021	1625516453	0	1268	1268	1268
Mon Jul 05 21:20:53 2021	1625516453	0	1268	1268	1268
Mon Jul 05 21:21:01 2021	1625516461	0	1268	1268	1267
Mon Jul 05 21:20:51 2021	1625516451	0	1268	1268	1268
Mon Jul 05 21:20:54 2021	1625516454	0	1269	1269	1268
Mon Jul 05 21:21:09 2021	1625516469	0	1269	1269	1268
Mon Jul 05 21:20:53 2021	1625516453	0	1269	1269	1268
Mon Jul 05 21:21:00 2021	1625516460	1	1268	1269	1268
Mon Jul 05 21:21:09 2021	1625516469	0	1269	1269	1268
Mon Jul 05 21:21:01 2021	1625516461	0	1269	1269	1269
Mon Jul 05 21:20:56 2021	1625516456	0	1269	1269	1269
Mon Jul 05 21:20:50 2021	1625516450	0	1269	1270	1269
Mon Jul 05 21:20:46 2021	1625516446	0	1270	1270	1269
Mon Jul 05 21:20:49 2021	1625516449	0	1270	1270	1269
Mon Jul 05 21:20:55 2021	1625516455	0	1270	1270	1269
Mon Jul 05 21:20:56 2021	1625516456	0	1270	1270	1270
Mon Jul 05 21:21:01 2021	1625516461	0	1270	1270	1270
Mon Jul 05 21:20:50 2021	1625516450	0	1271	1271	1270
Mon Jul 05 21:20:48 2021	1625516448	0	1271	1271	1270
Mon Jul 05 21:21:02 2021	1625516462	0	1271	1271	1271
Mon Jul 05 21:20:51 2021	1625516451	0	1271	1271	1270
Mon Jul 05 21:20:53 2021	1625516453	0	1272	1272	1271
Mon Jul 05 21:20:55 2021	1625516455	0	1272	1272	1271
Mon Jul 05 21:20:58 2021	1625516458	0	1272	1273	1272
Mon Jul 05 21:21:01 2021	1625516461	0	1272	1273	1272
Mon Jul 05 21:20:48 2021	1625516448	0	1273	1273	1272
Mon Jul 05 21:20:46 2021	1625516446	0	1273	1273	1273
Mon Jul 05 21:21:03 2021	1625516463	0	1273	1274	1273
Mon Jul 05 21:20:48 2021	1625516448	0	1274	1274	1273
Mon Jul 05 21:20:47 2021	1625516447	0	1274	1274	1273
Mon Jul 05 21:20:52 2021	1625516452	0	1274	1274	1273
Mon Jul 05 21:21:01 2021	1625516461	0	1274	1274	1273
Mon Jul 05 21:20:52 2021	1625516452	0	1274	1274	1273
Mon Jul 05 21:20:56 2021	1625516456	0	1274	1274	1273
Mon Jul 05 21:20:51 2021	1625516451	0	1274	1274	1274
Mon Jul 05 21:20:58 2021	1625516458	0	1274	1274	1274
Mon Jul 05 21:20:59 2021	1625516459	0	1274	1274	1274
Mon Jul 05 21:21:01 2021	1625516461	0	1274	1275	1274
Mon Jul 05 21:20:55 2021	1625516455	0	1274	1275	1274
Mon Jul 05 21:20:47 2021	1625516447	0	1274	1275	1274
Mon Jul 05 21:20:56 2021	1625516456	0	1275	1275	1274
Mon Jul 05 21:20:48 2021	1625516448	0	1275	1275	1274
Mon Jul 05 21:21:08 2021	1625516468	0	1275	1275	1274
Mon Jul 05 21:20:51 2021	1625516451	0	1275	1275	1274
Mon Jul 05 21:21:00 2021	1625516460	0	1275	1275	1274
Mon Jul 05 21:20:48 2021	1625516448	0	1275	1275	1274
Mon Jul 05 21:20:58 2021	1625516458	0	1275	1275	1275
Mon Jul 05 21:21:00 2021	1625516460	0	1276	1276	1276
Mon Jul 05 21:21:08 2021	1625516468	0	1276	1277	1276
Mon Jul 05 21:20:51 2021	1625516451	0	1276	1277	1276
Mon Jul 05 21:21:03 2021	1625516463	0	1277	1277	1276
Mon Jul 05 21:20:49 2021	1625516449	0	1277	1277	1276
Mon Jul 05 21:20:53 2021	1625516453	0	1277	1277	1277
Mon Jul 05 21:20:51 2021	1625516451	0	1277	1277	1277
Mon Jul 05 21:21:01 2021	1625516461	0	1277	1278	1276
Mon Jul 05 21:20:49 2021	1625516449	0	1278	1278	1277
Mon Jul 05 21:20:51 2021	1625516451	0	1278	1278	1277
Mon Jul 05 21:20:49 2021	1625516449	0	1278	1278	1278
Mon Jul 05 21:20:57 2021	1625516457	0	1278	1278	1278
Mon Jul 05 21:21:01 2021	1625516461	0	1279	1279	1278
Mon Jul 05 21:20:53 2021	1625516453	0	1279	1279	1279
Mon Jul 05 21:20:48 2021	1625516448	0	1279	1279	1278
Mon Jul 05 21:20:46 2021	1625516446	0	1279	1279	1279
